tweet,message,match,polarity
996,RT josstheboss The Chinese Flu is looking very American,,neutral
997,RT allkpop TXT meet winter in We Lost the Summer MV,,neutral
998,Just so y all know,,neutral
999,RT Reuters Canada reaches out to Hong Kong students as China imposes new security law,,neutral
1000,NEW TECHNICAL DISCUSSION on Tropical Storm ETA from NHC Atlantic Automated experimental summaries for all storm,,neutral
1001,RT PlumSauces Yes you re wrong Restrictions are bc people refuse to take personal responsibility Everyone knows what do they won t,"won, refuse, wrong",negative
1002,KhiveBidenBro Canada s nice,nice,positive
1003,RT thecuriousftp With some kids learning virtually and winter weather just around the corner here s a great idea to keep in your reperto,great,positive
1004,Test Node 2 Thu Nov 12 2020 8 48PM Uptime 26 days 11 hours 44 minutes 53 seconds CPU temperature 45C Power,,neutral
1005,RT josstheboss The Chinese Flu is looking very American,,neutral
1006,Anyone know what to eat when you have the stomach flu,,neutral
1007,RT josstheboss The Chinese Flu is looking very American,,neutral
1008,Good job What s the blood work for,work,positive
1009,RT TruthQis jfkjrfan Telepathy Dark Winter Great Reset E M P C O,,neutral
1010,Garossino adriandix jjhorgan you ve got to be kidding it s widely known that the annual flu has been rebranded,,neutral
1011,RT josstheboss The Chinese Flu is looking very American,,neutral
1012,themandalorian It s a damn TV show and not real life Suppose to be an escape brief pause from reality Form of en,damn,negative
1013,BOINC Node Thu Nov 12 2020 8 48PM Uptime 0 days 9 hours minutes 39 seconds CPU temperature 55C Powered b,,neutral
1014,Without a mask mandate communicatimg the need for masks is hopelessly confused Local school district urges people,"confused, hopelessly",negative
1015,RT ajunicebot people on stan twitter need to realise that not everyone can put their pronouns bio hence why is used for thos,,neutral
1016,RT rajakesarimdk Avoid Ear phone driving Road Safety awareness post Hyderabad 13th Nov 2020 HiHyderabad HiCyberabad HydWatch hyde,,neutral
1017,great news in London ON Canada,great,positive
1018,RT josstheboss The Chinese Flu is looking very American,,neutral
1019,RT tribelaw Time to think about the 25th Amendment,,neutral
1020,RT RonBrownstein Imagine if the US was being invaded by a military force amp president under fire abandoned his responsibility as com,,neutral
1021,tcgohawks Eh Fuck Inslee it is the flu and nothing more If I get sick oh well Stay at home deal with,"sick, well",neutral
1022,RT ElevatedMonkey Still using the PCR test The proven not to work unless you are looking for false positives Where did season,"work, positives, false, proven",positive
1023,RT smnlcnn if a student s first thought when calamity strikes is paano ang requirements ko instead of focusing on their safety isn t,calamity,negative
1024,storm Hasn t even played a game yet and already in the national squad tf,,neutral
1025,Weather update for Mersea Island Temperature 10 C few clouds,,neutral
1026,RT JesseBrown So about WE Charity winding down in Canada Check this out they re still soliciting donations Including fundrai,,neutral
1027,AnneHut09743681 SharinStone kayleighmcenany seanhannity That s because it a flu bug with 99 survival rate,"bug, survival",neutral
1028,RT SUNGHOON GLOBAL Watch ENHYPEN in their first ever VTR appearance on TGC Teen 2020 Winter Online November 13 5 00 PM 8 10 K,,neutral
1029,RT AndrewYang Did you know that Canada s life liberty and the pursuit of happiness is peace order good government That explai,"liberty, good, peace, happiness",positive
1030,RT TinyMuslimah Defund the Police is too frightening and radical but politicians wake up every day defunding schools closing hospitals,"frightening, radical",negative
1031,Monitor Node Thu Nov 12 2020 8 48PM Uptime 9 days 10 hours 16 minutes 21 seconds CPU temperature 45C Power,,neutral
1032,RT kylegriffin1 Today 6 American service members were killed in a helicopter crash during peacekeeping mission Egypt Tropical Stor,"crash, killed",negative
1033,RT josstheboss The Chinese Flu is looking very American,,neutral
1034,RT josstheboss The Chinese Flu is looking very American,,neutral
1035,Great to see a local Ontag article on WinterCanola What About Winter Canola,,neutral
1036,RT josstheboss The Chinese Flu is looking very American,,neutral
1037,How many times have we heard in the last year alone Canada are following Venezuala Guess who owns DOMINIO,,neutral
1038,vixenlettrz same i used to play over winter break literally every year in middles school but my storage and,break,negative
1039,RT grumpy grannie This is the path conservative Premiers are taking Canada by putting economy over health which fails miserably you ca,"miserably, fails, conservative, grumpy",negative
1040,RT smnlcnn if a student s first thought when calamity strikes is paano ang requirements ko instead of focusing on their safety isn t,calamity,negative
1041,RT BLACKPINKhappen When BLACKPINK debuted on Aug 08 2016 not knowing that they will soon dominate only in south korea but take,dominate,positive
1042,RT josstheboss The Chinese Flu is looking very American,,neutral
1043,RT asyryndfghjkl friday the 13th pa bukas let s all pray for everyone safety and stop kalandian insensitive jokes not a,insensitive,negative
1044,RT sunfloweraidil just found out that there s a strict rule of no pooping inside beehive what do they hold it in during wint,strict,negative
1045,Just watched my neighbor eat shit in his drive way trying to walk through snow He gets up walks inside Next thing,shit,negative
1046,AndrewYang Grateful to be born in Canada,,neutral
1047,RT josstheboss The Chinese Flu is looking very American,,neutral
1048,RT winterpcs more winter pre debut,,neutral
1049,RT ENHYPEN VFX IS SET TO MAKE THEIR UN BRRR LIEVABLE FIRST APPEARANCE Catch them as the Special Talk Guest on TGC Teen 2020,,neutral
1050,Restreamer Node Thu Nov 12 2020 8 48PM Uptime 26 days 11 hours 38 minutes 22 seconds CPU temperature 38C P,,neutral
1051,RT immharvic Twitter header People who are affected with UlyssesPH badly needs our help If you guys can spare even a small amount,badly,negative
1052,RT josstheboss The Chinese Flu is looking very American,,neutral
1053,NEW Tropical Storm ETA PUBLIC DISCUSSION from NHC Atlantic Automated experimental summaries for all storms are a,,neutral
1054,DC Draino The minority in this country has been turned into an instrument of control over the majority Such trav,,neutral
1055,RT TWilsonOttawa It s never been more clear that the gun debate in Canada isn t about reducing crime it legal ow,"clear, crime",neutral
1056,RT josstheboss The Chinese Flu is looking very American,,neutral
1057,RT belovedfoxx SNOW ICON RAFFLE 20 each for commission PM done same day RULES 1 Follow me,,neutral
1058,I want to be sitting by the fireplace watching movies with hot chocolate snow falling outside live in Texas fuck my life,"falling, hot, fuck",negative
1059,Metrics Node Thu Nov 12 2020 8 48PM Uptime 26 days 11 hours 45 minutes 4 seconds CPU temperature 42C Power,,neutral
1060,RT TrumperWavin White hat operators posting a simple but straightforward message shows that they know nothing can stop what is coming Ba,straightforward,positive
1061,DrJenGunter I read that as anti Canada diet,,neutral
1062,RT orangeowl18 AndreaR9Md I have a friend going through it now Not old not immunocompromised The first time was in April she sic,,neutral
1063,02 48 GMT Temperature 10 5 C Wind S mph ave 16 gust Humidity 79 Rain hourly 0 mm Pressure 1008 hPa falling,falling,negative
1064,DRisLive ThatEricAlper Youre killing me Haha Get it Murder I have no idea capitol of Canada And,killing,negative
1065,RT TinyMuslimah Defund the Police is too frightening and radical but politicians wake up every day defunding schools closing hospitals,"frightening, radical",negative
1066,RT airabarote i feel guilty for enjoying a sunny day here in mindanao while people luzon lost their homes and are at risk of dying du,"risk, lost, guilty, dying, enjoying",negative
1067,RT tribelaw Time to think about the 25th Amendment,,neutral
1068,Suggestions on romantic winter getaways via r travel traveler dropout2traveler vacationspots mustsees,romantic,positive
1069,RT meganranney When the NIHDirector is telling you to stay home and not have indoor celebrations for Thanksgiving d better listen,better,positive
1070,RT kylegriffin1 Today 6 American service members were killed in a helicopter crash during peacekeeping mission Egypt Tropical Stor,"crash, killed",negative
1071,RT kylegriffin1 Today 6 American service members were killed in a helicopter crash during peacekeeping mission Egypt Tropical Stor,"crash, killed",negative
1072,RT aeyoomin winter karina giselle s ningning voice,,neutral
1073,First trials a mess it s been 2 days,mess,negative
1074,RT TinyMuslimah Defund the Police is too frightening and radical but politicians wake up every day defunding schools closing hospitals,"frightening, radical",negative
1075,Do we really expect SuperLeague and their new panel to do any due diligence on the 12th team if this is stan,diligence,positive
1076,RT USCHO Ivy League which includes men s women ECAC Hockey teams cancels winter sports,,neutral
1077,RT josstheboss The Chinese Flu is looking very American,,neutral
1078,Jobs safety and on time delivery,,neutral
1079,Alaska Canada calm morning,calm,positive
1080,RT TinyMuslimah Defund the Police is too frightening and radical but politicians wake up every day defunding schools closing hospitals,"frightening, radical",negative
1081,ONwxchaser isabel ONwx cluke5 Crossfit ftb StormhunterTWN Had a weird thought last week after the other storm,weird,negative
1082,RT ashdfghjkl Napaka swerte natin that we are still under the safety of our homes able to lie down in comfort beds Pl,"lie, comfort",neutral
1083,RT Canada Gun Club Toronto still waits for promised federal funds to fight gang violence None of that money has flowed or oth,promised,positive
1084,RT immharvic Twitter header People who are affected with UlyssesPH badly needs our help If you guys can spare even a small amount,badly,negative
1085,RT Tamzilla 52 Move to Canada then We will keep our life liberty and property rights,liberty,positive
1086,RT josstheboss The Chinese Flu is looking very American,,neutral
1087,MaximeBernier God bless canada we remember,bless,positive
1088,RT kylegriffin1 Today 6 American service members were killed in a helicopter crash during peacekeeping mission Egypt Tropical Stor,"crash, killed",negative
1089,RT macarthur54 Dear America Our Thanksgiving was almost 4 weeks ago The numbers are now surging in one province 3X higher than during,,neutral
1090,RT hooliyah It s literally so that kids have no where to go after school some place stay until they can be safety picked up,,neutral
1091,RT SugaChartData iTunes US 828 Blueberry Eyes Remix UK 634 RE Canada 307,,neutral
1092,By canceling its winter sports season the Ivy League loses automatic bids to March Madness basketball tour,loses,negative
1093,RT GoStros1 catturd2 Operation Dark Winter was the code name for a senior level bio terrorist attack simulation conducted on June 22 23,attack,negative
1094,RT tribelaw Time to think about the 25th Amendment,,neutral
1095,NYGovCuomo Cut the crap Cuomo That is our decision just like with flu It s really getting old we will never comply long term,"like, crap",neutral
1096,NEW Tropical Storm ETA ADVISORY summary Data from NHC Atlantic Automated experimental summaries for all storms,,neutral
1097,RT NewYorker Citizens and leaders must shift from anticipating the winter COVID 19 surge to recognizing that it is already here DhruvKh,,neutral
1098,RT Harrison4NV Results of the IISD news scorecard G20 countries All governments have been going in wrong direction on climate s,wrong,negative
1099,RT davidschneider If you have a coat no longer need why not give it to refugee who needs this winter Or make donation if,,neutral
1100,RT andrewzimmern Good lord That s going to get a lot more people sick and will die because of irresponsible reckless stateme,"sick, die, irresponsible, reckless",negative
1101,RT alok bhatt Temperature was 2 degrees Celsius time 10 pm amp altitude around 000 feet when I clicked pics of these men wor,,neutral
1102,Iowa I know que soy un disco rayado but c mon we re in this together To control COVID19 have to,,neutral
1103,Harvard which has turned into an institution that promotes and teaches Marxism is definitely behind this move,,neutral
1104,RT for bangtan07 Winter Flower Best canci n I m voting BTS Favorite Social Artist at the AMAs twt,,neutral
1105,RT TaraDWarner This feature of JessicaCalarco s work on PandemicParenting was all over my feed yesterday rightly so It the most ac,"rightly, work",positive
1106,We know him,,neutral
1107,is it real this time or in my head got me tripping falling with no safety net,falling,negative
1108,sceneryfortae BTS twt STREAM Sweet Night Singularity Winter Bear 4 o clock Inner Child I vote f,,neutral
1109,I hope SM doesn t turn this into something really fucking creepy like AI can be cool and shit just don l,"cool, fucking, shit, creepy, like",neutral
1110,tybackup8 JackSillin If everything goes perfect for the storm it s possible Is likely I guess not Potentially very unlikely even,"unlikely, perfect",neutral
1111,RT LivEchoLFC Trailer for new Liverpool FC film The End Of Storm,,neutral
1112,gatewaypundit John F Kennnedy CassandraRules These people are pure EVIL Praying for the victims and America,pure,positive
1113,RT TinyMuslimah Defund the Police is too frightening and radical but politicians wake up every day defunding schools closing hospitals,"frightening, radical",negative
1114,RT kreyativ If flowers can teach themselves how to bloom after winter passes so you shirazien Kreyativ HaitianCreatives Blac,bloom,positive
1115,bruh it s dark at like 5 winter aesthetic,"like, dark",neutral
1116,How does that work in Canada,work,positive
1117,RT Textimama There were found votes for both candidates The Biden in middle of the night delivered suitcases bal,,neutral
1118,RT pannkpop Netizens talk about aespa Winter s voice Knetz react,,neutral
1119,bennjmay THANK YOU SO MUCH I NEED THE DEMON ENERGY TO KEEP ME WARM ON IMPENDING WINTER NIGHTS,,neutral
1120,RT josstheboss The Chinese Flu is looking very American,,neutral
1121,RT NHC Atlantic Tropical Storm Eta Advisory 51 Center of Just Off the South Carolina Coast Heavy Rains and Gusty Winds Occurring A,,neutral
1122,I didn t know,,neutral
1123,RT nhannahjones Even now they won t stop indoor dining but we may have to in person school It s appalling,"appalling, won",neutral
1124,RT B52Malmet Profound suffering One model predicts that by the end of year two thousand Americans could be dying from covid 19 ea,"dying, suffering",negative
1125,kim minjeong winter pre debut pics appreciation tweet,,neutral
1126,RT josstheboss The Chinese Flu is looking very American,,neutral
1127,merlinstiel istg i ll go to canada and get cw spn myself if it is,,neutral
1128,RT DutyOfAPatriot Did you know the French got Canada as a consolation prize because they couldn t win America That explains lot,"win, prize",positive
1129,marknorm Covid 2 electric Wu Han flu,,neutral
1130,RT thecoast safe I thought had that whole shifting thing under control by now Something happened today when a stranger needed help get,"safe, stranger",neutral
1131,RT ajunicebot people on stan twitter need to realise that not everyone can put their pronouns bio hence why is used for thos,,neutral
1132,ya ll sleep on safety net tho,,neutral
1133,Reolink 5MP PoE Camera Pack of 2 Outdoor Indoor Video Surveillance Work with Google Assistant IP Security IR Nig,,neutral
1134,RT josstheboss The Chinese Flu is looking very American,,neutral
1135,RT josstheboss The Chinese Flu is looking very American,,neutral
1136,RT BT21 This weather is snow joke Fleece season ON Embroidered patch Lavender black ivory colors Every fleecejacket,joke,negative
1137,RT aespa official Be MY ae Chilling all together KARINA GISELLE WINTER,,neutral
1138,RT ajunicebot people on stan twitter need to realise that not everyone can put their pronouns bio hence why is used for thos,,neutral
1139,RT asyryndfghjkl friday the 13th pa bukas let s all pray for everyone safety and stop kalandian insensitive jokes not a,insensitive,negative
1140,RT kylegriffin1 Today 6 American service members were killed in a helicopter crash during peacekeeping mission Egypt Tropical Stor,"crash, killed",negative
1141,RT kylegriffin1 Today 6 American service members were killed in a helicopter crash during peacekeeping mission Egypt Tropical Stor,"crash, killed",negative
1142,RT tribelaw This is genuinely deplorable It makes clear that MoscowMitch cares not a whit about the safety and security of United S,"clear, deplorable",neutral
1143,RT kylegriffin1 Today 6 American service members were killed in a helicopter crash during peacekeeping mission Egypt Tropical Stor,"crash, killed",negative
1144,RT jwbrown556 One of Doug Ford s first moves as Premier was to swiftly eliminate a meagre 2 paid sick days for all workers,sick,negative
1145,NEW TECHNICAL DISCUSSION on Tropical Storm ETA from NHC Atlantic Automated experimental summaries for all storm,,neutral
1146,RT TinyMuslimah Defund the Police is too frightening and radical but politicians wake up every day defunding schools closing hospitals,"frightening, radical",negative
1147,DeGolierThomas Canada s Truth and R conciliation Commission Final Report there is also an abridged version,,neutral
1148,RT kylegriffin1 Today 6 American service members were killed in a helicopter crash during peacekeeping mission Egypt Tropical Stor,"crash, killed",negative
1149,Faux Guy CNBC They don t care These scum are exploiting this virus which is NOW basically the flu in order to,"virus, scum",negative
1150,RT TinyMuslimah Defund the Police is too frightening and radical but politicians wake up every day defunding schools closing hospitals,"frightening, radical",negative
1151,RT blueishswiftt My winter nights are taken up by static I m voting for folklore Favorite Album Pop Rock at the AMAs,static,negative
1152,RT josstheboss The Chinese Flu is looking very American,,neutral
1153,RT GamecockBeachVB It s officially signing day and our first Gamecock NLI has arrived We re excited to welcome Nicole Deobler the pro,"welcome, excited",positive
1154,RT muh rye uh I just started taking antidepressants for the first time this year and have never heard of With cold flu season a,cold,negative
1155,RT kellys author After an abusive relationship having to literally fight for your life The one thing you want feel in nex,abusive,negative
1156,RT tribelaw This is genuinely deplorable It makes clear that MoscowMitch cares not a whit about the safety and security of United S,"clear, deplorable",neutral
1157,RT josstheboss The Chinese Flu is looking very American,,neutral
1158,RT TinyMuslimah Defund the Police is too frightening and radical but politicians wake up every day defunding schools closing hospitals,"frightening, radical",negative
1159,Preach sister,,neutral
1160,RT kylegriffin1 Today 6 American service members were killed in a helicopter crash during peacekeeping mission Egypt Tropical Stor,"crash, killed",negative
1161,RT TinyMuslimah Defund the Police is too frightening and radical but politicians wake up every day defunding schools closing hospitals,"frightening, radical",negative
1162,RT kylegriffin1 Today 6 American service members were killed in a helicopter crash during peacekeeping mission Egypt Tropical Stor,"crash, killed",negative
1163,Time to pay MUCH CLOSER attention folks our numbers are doubling every 13 days over the past several weeks If we,,neutral
1164,RT EmilyAsper MariannS18 No We don t have any snow anymore had 5 days in a row over 60 So it is all gone Sanditon SaveSanditon,,neutral
1165,not carlisle ChelseaWomenSG Any Idea if Sunday s game is shown in full on the Player after fact Even Cana,,neutral
1166,RT josstheboss The Chinese Flu is looking very American,,neutral
1167,RT tribelaw This is genuinely deplorable It makes clear that MoscowMitch cares not a whit about the safety and security of United S,"clear, deplorable",neutral
1168,RT Devon OnEarth We are stuck in a fucking time loop,"stuck, fucking",negative
1169,RT vincefelixx Our God is bigger than any storm,,neutral
1170,RT TinyMuslimah Defund the Police is too frightening and radical but politicians wake up every day defunding schools closing hospitals,"frightening, radical",negative
1171,RT chartsafrica davido ABetterTime album chart positions on iTunes 1 Nigeria 7 United States 112 Canada 191 K,,neutral
1172,RT Muva Ahri FREE 99 back at it tomorrow 11 on 111th amp MICHIGAN from 1 to 4 pm Please share donate so that we can keep build,,neutral
1173,RT ColbyCohen36 Local Twitter I m opening a outdoor skating rink in Egg Harbor township NJ need to hire about 15 20 skate guards,,neutral
1174,RT smnlcnn if a student s first thought when calamity strikes is paano ang requirements ko instead of focusing on their safety isn t,calamity,negative
1175,welcome snow,welcome,positive
1176,RT josstheboss The Chinese Flu is looking very American,,neutral
1177,RT UAWUCLA NRST waiver will be extended for international PhD candidates by the number of COVID affected quarters post ABD spring fall 2,fall,negative
1178,BenningtonShow producers immediately put a request for GailAaann to get one of these with all the safety equipme,,neutral
1179,RT TrumperWavin White hat operators posting a simple but straightforward message shows that they know nothing can stop what is coming Ba,straightforward,positive
1180,It s just incredibly sad that we have had a President for 4 years who lacks basic human empathy And now having lo,"empathy, sad, incredibly, lacks",neutral
1181,RT httpsnimroood checking someones safety means a lot i swear,,neutral
1182,RT BT21 This weather is snow joke Fleece season ON Embroidered patch Lavender black ivory colors Every fleecejacket,joke,negative
1183,To stop the projected rise in Earth s temperature and sea level we would have had to reduce our emissions zero,,neutral
1184,have been seeing more and subtle references to the early 2000s since 2017 in fashion we re finally at th,,neutral
1185,NEW Tropical Storm ETA PUBLIC DISCUSSION from NHC Atlantic Automated experimental summaries for all storms are a,,neutral
1186,RT CanariesBlue Please pray for the caravan as they head to DC,,neutral
1187,RT Manny70944327 Is He This Stupid or Compromised What does China Have on Trudeau Or is this Part of The NWO plan Buried Trea,,neutral
1188,The Venn diagram of People who complain about micro aggressions amp those triggered by t,complain,negative
1189,RT ilmiirr Look forward for a new cover illustration from me soon Vem,,neutral
1190,RT josstheboss The Chinese Flu is looking very American,,neutral
1191,RT bravenew orwell SoniaPoulton Those who give up essential liberty to purchase a little temporary safety deserve neither Benjamin,liberty,positive
1192,RT tribelaw This is genuinely deplorable It makes clear that MoscowMitch cares not a whit about the safety and security of United S,"clear, deplorable",neutral
1193,RT kylegriffin1 Today 6 American service members were killed in a helicopter crash during peacekeeping mission Egypt Tropical Stor,"crash, killed",negative
1194,Pouting tantrum baby realDonaldTrump,tantrum,negative
1195,AndrewYang I find it hilarious that all the people criticizing Canada s health care system are who likely n,"hilarious, criticizing",neutral
1196,RT Carolyn Bennett Canada s work is ongoing to address the painful legacy of Sixties Scoop and we will continue with all par,"work, painful",positive
1197,RT KOCOAbigail MISSING RACCOON Friends this is important George came to Oklahoma Norman area from Idaho help after our ice stor,important,positive
1198,EvanAKilgore In February local Emergency Room noticed there appeared to be a high number of people with the flu,,neutral
1199,Its definitely here,,neutral
1200,y all say charting doesn t necessarily mean great quality and here s a perfect example bc safety net is waaay bette,"great, perfect",positive
1201,RT allkpop TXT meet winter in We Lost the Summer MV,,neutral
1202,RT MarieFrRenaud For months RajanJSaw said she changed AISH payment dates to help Albertans That was not true Many were hu,,neutral
1203,RT joe cressy merging infant amp toddlers together larger childcare group sizes fewer staff to children ratios In the midst of COVID O,,neutral
1204,RT TinyMuslimah Defund the Police is too frightening and radical but politicians wake up every day defunding schools closing hospitals,"frightening, radical",negative
1205,China 2020 25 Beijing 2022 Winter olympic Game ice sports 5v Entired B FDC For sale on Delcampe,,neutral
1206,Raymundg15 JasonDJensen SandySmith1974 ghlori SteamboatUSA GobertOrGoHome We take these same exact risks ever,risks,negative
1207,This bitch of a nurse said here so you can make an educated decision then handed me pamphlet on the flu vaccin,"bitch, educated",neutral
1208,RT robertkaaatz Dear professors who can read this please do suspend ALL SYNCHRONOUS and ASYNCHRONOUS activities up to post typhoon reco,,neutral
1209,RT John F Kennnedy Hell will Freeze over Before Joe Biden gets in the White House DARK WINTER Apply Keystone Paint Pictur,,neutral
1210,As employees working at a grocery store it s mandatory we use machine that scans our face takes temperatur,,neutral
1211,RT WeAreCanProud Trudeau has destroyed Canada s energy industry in an attempt to lower emissions In reality he made Canadian livin,,neutral
1212,chub B W dis is slime MissSassbox Definitely need the audio voice already sounds like Quiet Storm at 2am,"slime, like",negative
1213,RT BYounger13 Muh STORM WARNINGS,,neutral
1214,RT Mega chops Wut We cured the flu HOORAY,,neutral
1215,Trading New Winter for Valentine s 2020 Halo and adds IA 100k or just decent okay items,decent,positive
1216,09 48PM Temperature 57 0 F Humidity 90 Wind NE at to 0MPH Rain 57in Barometer 29 95InHg,,neutral
1217,RT josstheboss The Chinese Flu is looking very American,,neutral
1218,RT 40 head All about to change,,neutral
1219,RT josstheboss The Chinese Flu is looking very American,,neutral
1220,Indoor mats come with a wide range of materials variety benefits The most common material used is Polypr,"variety, benefits",positive
1221,RT nspector4 Dear cdnmedia Canada has one of the least beds per capita in OECD Ottawa skimping on health transfers gt moving p,,neutral
1222,Louie the dog found safe after missing for 3 days during massive snow storm in Saskatoon,safe,positive
1223,Ohhhh Thanks God he found a way,,neutral
1224,so many hot girls live in canada fucked up honestly,hot,positive
1225,And when you realize have to pump your own gas in the winter,,neutral
1226,NYCMayor YES We must over protect folks from the Flu this season especially since state of NY is NO LONGE,protect,positive
1227,agreed integrity at the helm ths moment in history is being forced to walk plank hands o,,neutral
1228,RT profdesai Breeden M L R Clare J E Martin and A Desai 2020 Diagnosing the Influence of a Receding Snow Boundary on Simul,,neutral
1229,kidcanonsghost bye I had her before winter sprinter was even a thing,,neutral
1230,KenCox RichardGrenell realDonaldTrump I ll never understand why Canada cares about US politics We could give tw,,neutral
1231,RT OntarioGreens When crisis hits people look to leaders But when the leader is in a state of shock what confidence does that give,"crisis, confidence, shock",negative
1232,exactly needs to be considered when making decisions that affect ALL of Ontario on the health pandemic our pro,,neutral
1233,RT BT21 This weather is snow joke Fleece season ON Embroidered patch Lavender black ivory colors Every fleecejacket,joke,negative
1234,fivefivesix ca Because they don t serve a life sentence Punishment There is no punishment for murder in Canada,murder,negative
1235,OH HELL NO,,neutral
1236,Thai Balinese villa is a unique design in nai harn phuket This spacious whi,spacious,positive
1237,RT ADASpota The legendary Neil Percival Young born on his day in Toronto Canada 1945,legendary,positive
1238,RT ElContador2000 ChrisangClark ChrisLee240 Not it wasn t and look at the consequences,,neutral
1239,RT ChristinaNDP Back in Jan RajanJSaw was warned that her plan to move payment dates likely cause great harm amp be of no benefit,"great, harm, benefit, warned",neutral
1240,RT joannachiu A wide range of studies has shown that stress not only manifests in physical signs like greying hair weight gain and body,"stress, gain, like",positive
1241,RT Qtah17 Skyline view of the Swamp Calm before Storm Goodnight Patriots God Bless America,,neutral
1242,RT josstheboss The Chinese Flu is looking very American,,neutral
1243,RT josstheboss The Chinese Flu is looking very American,,neutral
1244,RT josstheboss The Chinese Flu is looking very American,,neutral
1245,RT PublicDomainRev Leonid Meteor Storm as seen 187 yrs ago onthisday November 12 13th 1833 pictured in E Wei s Bilderatlas der Ster,,neutral
1246,Nasir Mathers Winter Warz one of the best verses oat,best,positive
1247,RT OceanPatriot9 No One I Repeat WILL BE POKING ME PERIOD,,neutral
1248,At 2020 11 12 20 48 37 877326 Temperature 62 6 F Humidity 92 0 Light Sensor Value is 305 Sound Level 213 CP,,neutral
1249,RT jodikantor To summarize NYC schools appear safe Indoor dining and gyms do not It s that have to close Why are we about,safe,positive
1250,RT allarounddudut no idea on how to help pray for everyone s safety,,neutral
1251,k i have wayy too many tabs open to read STOP WRITING,,neutral
1252,RT VeritasVital If you are reading this on ship There is no dock in site so best man the ropes and steer her through t,best,positive
1253,RT belovedfoxx SNOW ICON RAFFLE 20 each for commission PM done same day RULES 1 Follow me,,neutral
1254,RT aurnavabha And what of the pain a mother takes on when she cares for child in her womb What sacrifices father who giv,pain,negative
1255,Riding the storm with all my friends kek,,neutral
1256,RT UNESCO Last year journalists were killed for covering corruption environmental crimes human rights violations political wrongdoing,"killed, corruption",negative
1257,RT josstheboss The Chinese Flu is looking very American,,neutral
1258,thehill Remember we fighting for best concentrate on a better safety net that encompasses,"better, best",positive
1259,CitImmCanada Keeping in mind all instructions protocols we have made arrangements at our own for Quarantine upon,,neutral
1260,RT OClarinval whitneywebb Here is the wording in Action items section detailing bundling of safety net services with vaccin,,neutral
1261,They hold their poop for months I can t even it in 2 days,,neutral
1262,RT ashdfghjkl Napaka swerte natin that we are still under the safety of our homes able to lie down in comfort beds Pl,"lie, comfort",neutral
1263,Any PSAC fall athletes or Ivy League winter who are interested in giving their thoughts on sports,fall,negative
1264,BIDEN IS NOT THE PRESIDENT ELECT Make Trudeau say it KAMALA SHE BLACK VICE E,,neutral
1265,RT MagicBoho dep2711 boho bohemian gipsy soul So what do you think dear Johnny How about a timeless beautiful Hippie,beautiful,positive
1266,RT josstheboss The Chinese Flu is looking very American,,neutral
1267,RT muh rye uh I just started taking antidepressants for the first time this year and have never heard of With cold flu season a,cold,negative
1268,RT NYGovCuomo COVID fatigue is one thing denial another Remember You don t just put yourself at risk when you host large ind,"risk, fatigue, denial",negative
1269,Center of eta just off the South Carolina coast,,neutral
1270,RT tribelaw Time to think about the 25th Amendment,,neutral
1271,RT smnlcnn if a student s first thought when calamity strikes is paano ang requirements ko instead of focusing on their safety isn t,calamity,negative
1272,RT WoundsCanada The lifetime risk of developing a foot ulcer for diabetic patients may be as high 25 but could drastically lowere,"risk, drastically",negative
1273,RT josstheboss The Chinese Flu is looking very American,,neutral
1274,RT JCSims11 For now to celebrate 700 and with TheSims4SnowyEscape coming out this week I m giving away a copy one of you RULES L,celebrate,positive
1275,MilwaukeeForev1 johncardillo It s called a scamdemic for reason No one ever worried about dying from the flu,"dying, worried",negative
1276,RT josstheboss The Chinese Flu is looking very American,,neutral
1277,RT tearydaisy positions Val Almeida ft Adriana Big amp Safety Net Squad,,neutral
1278,Thank you Trump supporters,,neutral
1279,dananessel They re just getting prepared for a long cold winter,cold,negative
1280,RT kylegriffin1 Today 6 American service members were killed in a helicopter crash during peacekeeping mission Egypt Tropical Stor,"crash, killed",negative
1281,RT makoipopioco This is concerning PH Disaster Management head Usec Ricardo Jalad told me last week that national agencies have cascade,,neutral
1282,RT kylegriffin1 Today 6 American service members were killed in a helicopter crash during peacekeeping mission Egypt Tropical Stor,"crash, killed",negative
1283,Right now Smoke Temperature 25C Humidity 57 Wind From ENE at 3 88KPH Updated 8 18AM Mumbai Weather,,neutral
1284,RT LAHug This is so smart,smart,positive
1285,AmyGreerKalisz normsworld fordnation It s clear the Ford govt only had stomach to lock down once takes t,clear,positive
1286,RT allarounddudut no idea on how to help pray for everyone s safety,,neutral
1287,RT sunfloweraidil just found out that there s a strict rule of no pooping inside beehive what do they hold it in during wint,strict,negative
1288,fnf2017 Golfer Jake 78 SnellGolf Was there any snow on the ground or gas it all melted,,neutral
1289,RT kylegriffin1 Today 6 American service members were killed in a helicopter crash during peacekeeping mission Egypt Tropical Stor,"crash, killed",negative
1290,RT SeanCollins66 Imagine being called Anti vax for not wanting a rushed vaccine bypassing safety standards virus with 99 9 s,virus,negative
1291,not president snow chyle,,neutral
1292,RT josstheboss The Chinese Flu is looking very American,,neutral
1293,dchanfelix Felix Deadass GET THE PODIUM cooler the winter,,neutral
1294,Storm Prepare Full Armor Lights Out Angela,,neutral
1295,RT OneNationK Why is this man allowed to stay in Canada and threaten us,threaten,negative
